"VENDOR_PARTY_ID","ALTERNATIVE_VENDOR_PARTY_ID","MANUFACTURER_PARTY_ID","ITEM_ID","CATEGORY_ID","LAST_UPDATED","ITEM_CATEGORY","DESCRIPTION","PRICE","VENDOR","VENDOR_CATALOG_#","MANUFACTURER","MANUFACTURER_CATALOG_#","ALTERNATIVE_VENDOR_PRICE","ALTERNATIVE_VENDOR","ALTERNATIVE_VENDOR_PART_#","INTERMOUNTAIN_ITEM_#_MMIS","PURCHASE_UNIT","CONVERSION","GL_CODE","UNSPC","NOTES"
"","","","","","9/9/2011","PolyCom","VTX 1000 w/o Mic - includes Sub  (Sm Rm) Must buy 1 year of service, below",838.16,"VLCM","2200-07500-001","Polycom","2200-07500-001",929.4,"IVCI","2200-07500-001","","","","","",""
"","","","","","9/9/2011","PolyCom","Polycom Premier Service, Once Year, VTX 1000 (required)",95.26,"VLCM","4870-00042-112","Polycom","4870-00042-112",102,"IVCI","4870-00042-112","","","","","",""
"","","","","","3/23/2012","PolyCom","SOUNDSTATION 2W BASIC  Must buy 1 year of service, below",450,"VLCM","2200-07880-160","Polycom","2200-07880-160",495,"IVCI","2200-07880-160","","","","","",""
"","","","","","7/24/2012","PolyCom","SOUNDSTATION 2W EXPANDABLE Must buy 1 year of service, below",589.72,"VLCM","2200-07800-160","Polycom","2200-07800-160",629,"IVCI","2200-07800-160","","","","","",""
"","","","","","9/9/2011","PolyCom","Polycom Premier Service, Once Year, Soundstation 2w (required)",26.32,"VLCM","4870-00040-112","Polycom","4870-00040-112",24,"IVCI","4870-00040-112","","","","","",""
"","","","","","9/9/2011","PolyCom","EXTENDED MICROPHONES (2) SSVTX",251.05,"VLCM","2215-07155-001","Polycom","2215-07155-001",186,"IVCI","2215-07155-001","","","","","",""
"","","","","","9/9/2011","PolyCom","PVX v8.0  PC Conferencing Appl Single  Must buy 1 year of service, below",115.14,"VLCM","5151-22710-001","Polycom","5151-22710-001",116.25,"IVCI","5151-22710-001","","","","","",""
"","","","","","8/1/2011","Monitor/Display Wall Mounts","Large Display Tilting Wall Mount from 42"""""""""""""""" 174 pounds",78.75,"VLCM","60-601-003","Ergotron","60-601-003",90.19,"CDW","1941802","","EA",1,"4144","",""
"","","","","","8/1/2011","Monitor/Display Wall Mounts","Large Display Mount(no tilt) from 42"""""""""""""""" 174 pounds",65,"VLCM","60-602-003","Ergotron","60-602-003",75.51,"CDW","1941805","","EA",1,"4144","",""
"","","","","","8/1/2011","Monitor/Display Wall Mounts","Large Display Tilting Wall Mount from 32"""""""""""""""" 174 pounds",70.75,"VLCM","60-603-003","Ergotron","60-603-003",82.25,"CDW","1944079","","EA",1,"4144","",""
"","","","","","8/1/2011","Monitor/Display Wall Mounts","Large Display Mount(no tilt) from 32"""""""""""""""" 174 pounds",58.5,"VLCM","60-604-003","Ergotron","60-604-003",68.76,"CDW","1934809","","EA",1,"4144","",""
"","","","","","10/8/2012","Monitor/Display Wall Mounts","Large Display Tilting and panning Wall Mount from 37"""""""""""""""" to 150 pounds",309.63,"VLCM","60-616","Ergotron","60-616","","","","","EA",1,"4144","",""
"","","","","","8/1/2011","Monitor/Display Ceiling Mounts","Ceiling plate - black up to 500 pounds",35.68,"VLCM","CMA-115","Chief Mfg","CMA-115",38.71,"CDW","426463","","EA",1,"4144","",""
"","","","","","8/1/2011","Monitor/Display Ceiling Mounts","Ceiling mount for LCD -black up to 100 pounds",136,"VLCM","MCS-6045","Chief Mfg","MCS-6045",140,"CDW","1008137","","EA",1,"4144","",""
"","","","","","9/8/2011","Monitor/Display Ceiling Mounts","Large Display Neo-Flex Ceiling Mount from 37"""""""""""""""" up to 200 pounds",241.84,"VLCM","60-621","Ergotron","60-621","","","","","EA",1,"4144","",""
"","","","","","8/1/2011","Medical Group Wall Mount bundle","Ergotron 200 Series Combo Arm  LCD, keyboard/mouse - black",300,"VLCM","45-230-200","Ergotron","45-230-200",393.66,"CDW","1723590","","EA",1,"4144","",""
"","","","","","8/1/2011","Medical Group Wall Mount bundle","Wall track 34"""""""""""""""" -sliver",64,"VLCM","31-018-182","Ergotron","31-018-182",73.34,"CDW","426789","","EA",1,"4144","",""
"","","","","","8/1/2011","Medical Group Wall Mount bundle","Track mounting kit for arms ",22,"VLCM","97-091","Ergotron","97-091",25.88,"CDW","288491","","EA",1,"4144","",""
"","","","","","8/1/2011","Medical Group Wall Mount bundle","Track CPU holder kit",20,"VLCM","60-156","Ergotron","60-156",28.95,"CDW","260016","","EA",1,"4144","",""
"","","","","","11/9/2011","Medical Group Wall Mount bundle","CPU holder, small black",33,"VLCM","80-063-200","Ergotron","80-063-200",48.83,"CDW","808888","","EA",1,"4144","",""
"","","","","","8/1/2011","Vertical Lift for Patient room bundle","Vertical lift  LCD, slide out keyboard/mouse tray - black",515,"VLCM","60-609-195","Ergotron","60-609-195",569.82,"CDW","2199806","","EA",1,"4144","",""
"","","","","","8/1/2011","Vertical Lift for Patient room bundle","CPU holder universal - silver",42,"VLCM","97-468-202","Ergotron","97-468-202",56.44,"CDW","1742107","","EA",1,"4144","",""
"","","","","","8/1/2011","Vertical Lift for Patient room bundle","Track CPU holder kit",20,"VLCM","60-156","Ergotron","60-156",28.95,"CDW","260016","","EA",1,"4144","",""
"","","","","","8/1/2011","Vertical Lift for Patient room bundle","Wall track 10"""""""""""""""" for CPU holder - silver",33.05,"VLCM","31-016-182","Ergotron","31-016-182",35.22,"CDW","494798","","EA",1,"4144","",""
"","","","","","10/2/2012","","Hard Drive External 1TB Super USB 3.0(No Longer Approved as a Standard per ISSA. If you have any questions please contact Carl Allen in ISSA)",99.83,"VLCM","WDBACW0010HBK-NESN","Western Digital","WDBACW0010HBK-NESN","","","","","EA",1,"4144","","AC Powered, External Hard Drives are no longer approved per ISSA. If you have any questions please contact Carl Allen in ISSA."
"","","","","","7/8/2011","Power Supplies and Batteries","Battery Dell D series 6 cell Primary (extra) D630",50,"Dell","310-9080","Dell","312-0383","","","","","EA",1,"4144","",""
"","","","","","1/5/2012","Spectralink-Polycom","Rugged Holster for Link 6020 Phone, Black",26,"Perot/Dell","WTO320","Spectralink","WTO320",24.55,"CDW","1320285","","PK",1,"4144","",""
"","","","","","1/5/2012","Spectralink-Polycom","Swivel Carry Case for Link 6020 Phone, Black w/Keypad Cover",26,"Perot/Dell","WTO310","Spectralink","WTO310",25.41,"CDW","1069705","","PK",1,"4144","",""
"","","","","","1/5/2012","Spectralink-Polycom","Swivel Carry Case for Link 6020 Phone,Yellow w/Keypad Cover",26,"Perot/Dell","WTO315","Spectralink","WTO315",24.55,"CDW","1402915","","PK",1,"4144","",""
"","","","","","1/5/2012","Spectralink-Polycom","Cord Lanyard with Quick Disconnect for Link 6020 Phone",3.25,"Perot/Dell","WTO101","Spectralink","WTO101",11.66,"CDW","1370503","","PK",1,"4144","",""
"","","","","","1/5/2012","Spectralink-Polycom","Coiled Lanyard with Clothing Clip for Link 6020 Phone",3.25,"Perot/Dell","WTO102","Spectralink","WTO102",3.29,"CDW","1494390","","PK",1,"4144","",""
"","","","","","1/5/2012","Spectralink-Polycom","Swivel Belt Clip WTO150 and Carry Cases ",4.55,"Perot/Dell","WTO205","Spectralink","WTO205",4.29,"CDW","2201906","","PK",1,"4144","",""
"","","","","","1/5/2012","Spectralink-Polycom","Ratcheting Belt Cip for WTO150 and Carry Cases",3.25,"Perot/Dell","WTO202","Spectralink","WTO202","","","","","PK",1,"4144","",""
"","","","","","1/5/2012","Spectralink-Polycom","Universal Analog Interface Module",2743,"Perot/Dell","CPA316","Spectralink","CPA316",2837.18,"CDW","1287762","","PK",1,"4144","",""
"","","","","","1/5/2012","Spectralink-Polycom","Universal Digital Interface Module - Nortel",3077.75,"Perot/Dell","CPN316","Spectralink","CPN316",3591.42,"CDW","768804","","PK",1,"4144","",""
"","","","","","1/5/2012","Spectralink-Polycom","Universal Digital Interface Module - Non-Nortel",2743,"Perot/Dell","CPD316","Spectralink","CPD316","","","","","PK",1,"4144","",""
"","","","","","1/5/2012","Spectralink-Polycom","Base Station for all Systems",867.75,"Perot/Dell","RCC400","Spectralink","RCC400",957.1,"CDW","356877","","PK",1,"4144","",""
"","","","","","1/5/2012","Spectralink-Polycom","Link 6020 Bundle (1 phone, battery, single charger & power supply",503.75,"Perot/Dell","CBS250","Spectralink","CBS250",610.93,"CDW","1473911","","PK",1,"4144","",""
"","","","","","1/5/2012","Spectralink-Polycom","Link 6020 Bundle ( 1-phone, 2-BPL200 batteries)",516.75,"Perot/Dell","HBB250","Spectralink","HBB250","","","","","PK",1,"4144","",""
"","","","","","1/5/2012","Spectralink-Polycom","Link 6020 Bundle (1 phone, 2-batteries, dual charger & pwr supply",533,"Perot/Dell","CBD250","Spectralink","CBD250",592.26,"CDW","1385577","","PK",1,"4144","",""
"","","","","","1/9/2011","Spectralink-Polycom","Link 6020 Bundle (1 phone, 2-batteries, dual charger & pwr supply",825,"Perot/Dell","CBD251","Spectralink","CBD251",600.79,"CDW","2130788","","PK",1,"4144","",""
"","","","","","1/5/2012","Spectralink-Polycom","Link 6020 Bundle (4 phones, 8 batteries, quad chgr, and pwr supply",2093,"Perot/Dell","CBQ250","Spectralink","CBQ250",2166.27,"CDW","1413893","","PK",1,"4144","",""
"","","","","","1/5/2012","Spectralink-Polycom","Polycom Power adapter required for Spectralink PTC400 dual charger","","Perot/Dell","","Spectralink","2200-37278-020",8.27,"CDW","1998497","","PK",1,"4144","",""
"","","","","","1/5/2011","Spectralink-Polycom","Dual Charging Stand for Spectralink (requires adapter)","","Perot/Dell","","Spectralink","PTC400",62.17,"CDW","391892","","PK",1,"4144","",""
"","","","","","9/24/2012","Vocera B3000 Badge and Accessories","Badge Black B3000 Vocera No Battery",318.75,"Vocera","220-01800","Vocera","220-01800","","","","","EA",1,"4144","",""
"","","","","","9/24/2012","Vocera B3000 Badge and Accessories","Badge B3000 Vocera White No Battery",318.74,"Vocera","220-01900","Vocera","220-01900","","","","","EA",1,"4144","",""
"","","","","","9/24/2012","Vocera B3000 Badge and Accessories","Warranty Customer Care 1 Year Extension for Vocera B3000",75,"Vocera","920-01792","Vocera","920-01792","","","","","EA",1,"4228","",""
"","","","","","9/24/2012","Vocera B3000 Badge and Accessories","Warranty Customer Care 2 Year Extension for Vocera B3000",150,"Vocera","920-01793","Vocera","920-01793","","","","","EA",1,"4228","",""
"","","","","","9/24/2012","Vocera B3000 Badge and Accessories","Battery for Vocera B3000 Black",41.25,"Vocera","230-01980","Vocera","230-01980","","","","","EA",1,"4144","",""
"","","","","","9/24/2012","Vocera B3000 Badge and Accessories","Battery for Vocera B3000 White",41.25,"Vocera","230-01977","Vocera","230-01977","","","","","EA",1,"4144","",""
"","","","","","9/24/2012","Vocera B3000 Badge and Accessories","Charger 8 Bay for Vocera B3000",262.5,"Vocera","230-02008","Vocera","230-02008","","","","","EA",1,"4144","",""
"","","","","","8/22/2012","TV - come with remotes","TV EzSign LCD Backlit 1080p 37""""""""""""""""",520.59,"VLCM","37LD452B","LG","37LD452B",565.6,"Horton","37LD452B","","EA",1,"4144","52161505","EzSign TV - Digital Signage Function with Free S/W 37""""""""""""""""class (37.0"""""""""""""""" diagonal) 16:9 widescreen, HDTV with built-in Digital Tuner (NTSC/ATSC/QAM), Full HD 1920x 1080- panel resolution, 60,000:1 Dynamic contrast ratio, 178 degree viewing angle, EcoSmart Power Savings, RS-232C (control and service), discrete IR codes, built-in Public Display Setting 2.6V, HDMI v1.3 (2), Composite A/V (2), RGB (DB-15, up to WXGA), Component Video, USB Media Host, USB Cloning, Variable Audio Out, Invisible Speakers, Clear Voice II, gloss black cabinet color, +/- 20 deg swivel stand."
"","","","","","8/22/2012","TV - come with remotes","TV LED Backlit LCD 42""""""""""""""""",685,"VLCM","42LT560E","LG","42LT560E",707.7,"Horton","42LT560E","","EA",1,"4144","52161505","EzSign TV - Digital Signage Function with Free S/W 42""""""""""""""""class (42"""""""""""""""" diagonal) 16:9 widescreen, HDTV with built-in Digital Tuner (NTSC/ATSC/QAM), Full HD 1920x 1080- panel resolution, 2,000,000:1 Dynamic contrast ratio, Pro Centric ST, 178 degree viewing angle, EcoSmart Power Savings, LED Backlit, RS-232C (control and service), discrete IR codes, built-in Public Display Setting 2.6V, HDMI v1.3 (3), Composite A/V (2), RGB (DB-15, up to WXGA), Component Video, USB Media Host, USB Cloning, Variable Audio Out, Invisible Speakers, Clear Voice II, Matte black cabinet with glossy edging, +/- 20 deg swivel stand. Divx Play"
"","","","","","6/6/2012","TV - come with remotes","TV EzSign LED backlit LCD 1080p 47""""""""""""""""",880.56,"VLCM","47LV355B","LG","47LV355B",948,"Horton","47LV355B","","EA",1,"4144","52161505","EzSign TV - Digital Signage Function with Free S/W 47""""""""""""""""class (47"""""""""""""""" diagonal) 16:9 widescreen, HDTV with built-in Digital Tuner (NTSC/ATSC/QAM), Full HD 1920x 1080- panel resolution, 3,000,000:1 Dynamic contrast ratio, Pro Centric ST, 178ø viewing angle, EcoSmart Power Savings,LED Backlit, RS-232C (control and service), discrete IR codes, built-in Public Display Setting 2.6V, HDMI v1.3 (2), Composite A/V (2), RGB (DB-15, up to WXGA), Component Video, USB Media Host, USB Cloning, Variable Audio Out, Invisible Speakers, Clear Voice II, gloss black cabinet color, +/- 20 deg swivel stand."
"","","","","","10/3/2012","TV - come with remotes","TV EzSign LED backlit LCD 1080p 55""""""""""""""""",1274.4,"VLCM","55LS460E","LG","55LS460E","","","","","EA",1,"4144","52161505",""
"","","","","","10/3/2012","TV - come with remotes","TV EzSign LED backlit LCD 1080p 55""""""""""""""""",1337.88,"VLCM","55LV355B","LG","55LV355B",1533.4,"Horton","55LV355B","","EA",1,"4144","52161505","EzSign TV - Digital Signage Function with Free S/W 55""""""""""""""""class (54.6"""""""""""""""" diagonal) 16:9 widescreen, HDTV with built-in Digital Tuner (NTSC/ATSC/QAM), Full HD 1920x 1080- panel resolution, 2,000,000:1 Dynamic contrast ratio, Pro Centric ST, 178 degree viewing angle, EcoSmart Power Savings,LED Backlit, RS-232C (control and service), discrete IR codes, built-in Public Display Setting 2.6V, HDMI v1.3 (2), Composite A/V (2), RGB (DB-15, up to WXGA), Component Video, USB Media Host, USB Cloning, Variable Audio Out, Invisible Speakers, Clear Voice II, gloss black cabinet color, +/- 20 deg swivel stand."
"","","","","","7/24/2012","TV accessories - NOT  Hospital Grade - listed for reference only, NOT considered IT equipment. ","Basic DVD player black 11.2""""""""""""""""x8.9""""""""""""""""x2.1""""""""""""""""",27.39,"VLCM","DVD255","Coby","DVD255","","","","","","","","",""
"","","","","","12/20/2011","TV accessories - NOT  Hospital Grade - listed for reference only, NOT considered IT equipment. ","Basic DVD Player 12.6x8.2x1.3""""""""""""""""",39.54,"VLCM","DVP-SR200P/B","Sony","DVPSR200P/B",35.99,"Dell","A2566403","","EA",1,"4144","",""
"","","","","","12/20/2011","TV accessories - NOT  Hospital Grade - listed for reference only, NOT considered IT equipment. ","Basic DVD player - silver  17x8.5x1.7""""""""""""""""",36.86,"VLCM","DVD-657","Coby","DVD-657","","","","","EA",1,"4144","",""
"","","","","","5/15/2012","IP and Digital Stations","9601 IP phone",110,"SHARED SOLUTIONS AND SERVICES (Cross Telecom)","700500254","Avaya","700500254","","","","","EA",1,"4144","",""
"","","","","","5/15/2012","IP and Digital Stations","9608 IP phone",149.5,"SHARED SOLUTIONS AND SERVICES (Cross Telecom)","700480585","Avaya","700480585","","","","","EA",1,"4144","",""
"","","","","","5/15/2012","IP and Digital Stations","9611G IP phone",227.5,"SHARED SOLUTIONS AND SERVICES (Cross Telecom)","700480593","Avaya","700480593","","","","","EA",1,"4144","",""
"","","","","","5/15/2012","IP and Digital Stations","9620L IP phone charcoal gray  MOQ160",262,"SHARED SOLUTIONS AND SERVICES (Cross Telecom)","700461197","Avaya","700461197","","","","","EA",1,"4144","",""
"","","","","","5/15/2012","IP and Digital Stations","9620C IP phone color display",314,"SHARED SOLUTIONS AND SERVICES (Cross Telecom)","700461205","Avaya","700461205","","","","","EA",1,"4144","",""
"","","","","","5/15/2012","IP and Digital Stations","9621G IP phone",295,"SHARED SOLUTIONS AND SERVICES (Cross Telecom)","700480601","Avaya","700480601","","","","","EA",1,"4144","",""
"","","","","","5/15/2012","IP and Digital Stations","9630G IP phone",432,"SHARED SOLUTIONS AND SERVICES (Cross Telecom)","700405673","Avaya","700405673","","","","","EA",1,"4144","",""
"","","","","","5/15/2012","IP and Digital Stations","9640 IP PHONE",468,"SHARED SOLUTIONS AND SERVICES (Cross Telecom)","700383920","Avaya","700383920","","","","","EA",1,"4144","",""
"","","","","","5/15/2012","IP and Digital Stations","9640G IP PHONE GigaBit",537,"SHARED SOLUTIONS AND SERVICES (Cross Telecom)","700419195","Avaya","700419195","","","","","EA",1,"4144","",""
"","","","","","5/15/2012","IP and Digital Stations","9641G IP phone",337.5,"SHARED SOLUTIONS AND SERVICES (Cross Telecom)","700480627","Avaya","700480627","","","","","EA",1,"4144","",""
"","","","","","5/15/2012","IP and Digital Stations","9650 IP PHONE",363,"SHARED SOLUTIONS AND SERVICES (Cross Telecom)","700383938","Avaya","700383938","","","","","EA",1,"4144","",""
"","","","","","5/15/2012","IP and Digital Stations","9670 IP phone gigabit",615,"SHARED SOLUTIONS AND SERVICES (Cross Telecom)","700460215","Avaya","700460215","","","","","EA",1,"4144","",""
"","","","","","5/15/2012","IP and Digital Stations","9600 SBM24 button module",107.5,"SHARED SOLUTIONS AND SERVICES (Cross Telecom)","700462518","Avaya","700462518","","","","","EA",1,"4144","",""
"","","","","","5/15/2012","IP and Digital Stations","IP PHONE 9600 GIGABIT Adapter",75,"SHARED SOLUTIONS AND SERVICES (Cross Telecom)","700383771","Avaya","700383771","","","","","EA",1,"4144","",""
"","","","","","5/15/2012","IP and Digital Stations","9608/9611G replacement stand",7.5,"SHARED SOLUTIONS AND SERVICES (Cross Telecom)","700500726","Avaya","700500726","","","","","EA",1,"4144","",""
"","","","","","5/15/2012","IP and Digital Stations","Telset EU24 Exp module",122.5,"SHARED SOLUTIONS AND SERVICES (Cross Telecom)","700381817","Avaya","700381817","","","","","EA",1,"4144","",""
"","","","","","5/15/2012","IP and Digital Stations","9620/08/11 wall mount",17,"SHARED SOLUTIONS AND SERVICES (Cross Telecom)","700383375","Avaya","700383375","","","","","EA",1,"4144","",""
"","","","","","5/15/2012","IP and Digital Stations","IP PHONE 9630/40/50 Wedge Stand",17,"SHARED SOLUTIONS AND SERVICES (Cross Telecom)","700383888","Avaya","700383888","","","","","EA",1,"4144","",""
"","","","","","5/15/2012","IP and Digital Stations","Handset Cord 25''''''''",7,"SHARED SOLUTIONS AND SERVICES (Cross Telecom)","108004375","Avaya","108004375","","","","","EA",1,"4144","",""
"","","","","","5/15/2012","IP and Digital Stations","Handset Cords (12 Ft)",7.5,"SHARED SOLUTIONS AND SERVICES (Cross Telecom)","108004367","Avaya","108004367","","","","","EA",1,"4144","",""
"","","","","","5/15/2012","IP and Digital Stations","Handset only 96XX",10,"SHARED SOLUTIONS AND SERVICES (Cross Telecom)","700416548","Avaya","700416548","","","","","EA",1,"4144","",""
"","","","","","5/15/2012","Analog/Digital","2402D Digital Telephone",102.5,"SHARED SOLUTIONS AND SERVICES (Cross Telecom)","700381973","Avaya","700381973","","","","","EA",1,"4144","",""
"","","","","","5/15/2012","Analog/Digital","2410D Digital Telephone",270,"SHARED SOLUTIONS AND SERVICES (Cross Telecom)","700381999","Avaya","700381999","","","","","EA",1,"4144","",""
"","","","","","5/15/2012","Analog/Digital","2420D Digital Telephone",377.5,"SHARED SOLUTIONS AND SERVICES (Cross Telecom)","700381585","Avaya","700381585","","","","","EA",1,"4144","",""
"","","","","","5/15/2012","Analog/Digital","Power Supply 1151C1 & CAT5 Cable",25.5,"SHARED SOLUTIONS AND SERVICES (Cross Telecom)","700356447","Avaya","700356447","","","","","EA",1,"4144","",""
"","","","","","5/15/2012","Analog/Digital","US POWER CORD - POE ADAPTER",11.5,"SHARED SOLUTIONS AND SERVICES (Cross Telecom)","405362641","Avaya","405362641","","","","","EA",1,"4144","",""
"","","","","","5/15/2012","1692 Speaker and 4622 Sets","1692 IP spk phone POE",1104,"SHARED SOLUTIONS AND SERVICES (Cross Telecom)","700473689","Avaya","700473689","","","","","EA",1,"4144","",""
"","","","","","5/15/2012","1693 Speaker and 4622 Sets","1692 external mics",254,"SHARED SOLUTIONS AND SERVICES (Cross Telecom)","700289846","Avaya","700289846","","","","","EA",1,"4144","",""
"","","","","","5/15/2012","Spectraphone Wireless (call for quote)","AWTS RACK MOUNT KIT RHS ",32,"SHARED SOLUTIONS AND SERVICES (Cross Telecom)","700412976","Avaya","700412976","","","","","EA",1,"4144","",""
"","","","","","5/15/2012","Spectraphone Wireless (call for quote)","AWTS ntlk vce prty server no power",1296.75,"SHARED SOLUTIONS AND SERVICES (Cross Telecom)","700413073","Avaya","700413073","","","","","EA",1,"4144","",""
"","","","","","5/15/2012","Spectraphone Wireless (call for quote)","AWTS 3645 wireless phone",475,"SHARED SOLUTIONS AND SERVICES (Cross Telecom)","700430416","Avaya","700430416","","","","","EA",1,"4144","",""
"","","","","","5/15/2012","Spectraphone Wireless (call for quote)","AWTS Dual charger 3641/3645",80,"SHARED SOLUTIONS AND SERVICES (Cross Telecom)","700430432","Avaya","700430432","","","","","EA",1,"4144","",""
"","","","","","5/15/2012","Spectraphone Wireless (call for quote)","AWTS Quad charger 3641/3645",250,"SHARED SOLUTIONS AND SERVICES (Cross Telecom)","700430440","Avaya","700430440","","","","","EA",1,"4144","",""
"","","","","","5/15/2012","Spectraphone Wireless (call for quote)","AWTS battery standard for 3641/3645",45,"SHARED SOLUTIONS AND SERVICES (Cross Telecom)","700430457","Avaya","700430457","","","","","EA",1,"4144","",""
"","","","","","5/15/2012","Spectraphone Wireless (call for quote)","AWTS battery extended for 3641/3645",60,"SHARED SOLUTIONS AND SERVICES (Cross Telecom)","700430465","Avaya","700430465","","","","","EA",1,"4144","",""
"","","","","","5/15/2012","Spectraphone Wireless (call for quote)","AWTS 364x power supply quad charger",40,"SHARED SOLUTIONS AND SERVICES (Cross Telecom)","700480957","Avaya","700480957","","","","","EA",1,"4144","",""
"","","","","","5/15/2012","Spectraphone Wireless (call for quote)","AWTS AVPP PWR SUPP GLOBAL",45,"SHARED SOLUTIONS AND SERVICES (Cross Telecom)","700480965","Avaya","700480965","","","","","EA",1,"4144","",""
"","","","","","9/10/2012","License","License one-x agent R2",225,"SHARED SOLUTIONS AND SERVICES (Cross Telecom)","227210","Avaya","227210","","","","","EA",1,"4154","",""
"","","","","","5/15/2012","CM Enterprise Edition","License Aura Enterprise Edition R5 1-100",160,"SHARED SOLUTIONS AND SERVICES (Cross Telecom)","225197","Avaya","225197","","","","","EA",1,"4154","",""
"","","","","","5/15/2012","CM Enterprise Edition","License Aura Enterprise Edition R5 101-1000",145,"SHARED SOLUTIONS AND SERVICES (Cross Telecom)","225198","Avaya","225198","","","","","EA",1,"4154","",""
"","","","","","5/15/2012","CM Enterprise Edition","License Aura Enterprise Edition R5 1001+",132.5,"SHARED SOLUTIONS AND SERVICES (Cross Telecom)","225199","Avaya","225199","","","","","EA",1,"4154","",""
"","","","","","5/15/2012","CM Standard Edition","License Aura Standard Edition R5 1-100",120,"SHARED SOLUTIONS AND SERVICES (Cross Telecom)","225194","Avaya","225194","","","","","EA",1,"4154","",""
"","","","","","5/15/2012","CM Standard Edition","License Aura Standard Edition R5 101-1000",105,"SHARED SOLUTIONS AND SERVICES (Cross Telecom)","225195","Avaya","225195","","","","","EA",1,"4154","",""
"","","","","","5/15/2012","CM Standard Edition","License Aura Standard Edition R5 1001+",90,"SHARED SOLUTIONS AND SERVICES (Cross Telecom)","225196","Avaya","225196","","","","","EA",1,"4154","",""
"","","","","","5/15/2012","Voice Mail","License MM R5.X 1 seat additional dropship",32.5,"SHARED SOLUTIONS AND SERVICES (Cross Telecom)","227433","Avaya","227433","","","","","EA",1,"4154","",""
"","","","","","5/15/2012","Call Center Elite","License Call Center Elite Addional per Agent",412.5,"SHARED SOLUTIONS AND SERVICES (Cross Telecom)","226863","Avaya","226863","","","","","EA",1,"4154","",""
"","","","","","5/15/2012","Call Center Elite","License Call Center Elite Additional per Agent 101-250",316.5,"SHARED SOLUTIONS AND SERVICES (Cross Telecom)","227985","Avaya","227985","","","","","EA",1,"4154","",""
"","","","","","5/15/2012","Call Center Elite","License Call Center Elite Additional  per Agent 251+",165,"SHARED SOLUTIONS AND SERVICES (Cross Telecom)","227986","Avaya","227986","","","","","EA",1,"4154","",""
"","","","","","5/15/2012","CMS Agent","License CMS per additional Agent 1-100",486.2,"SHARED SOLUTIONS AND SERVICES (Cross Telecom)","228189","Avaya","228189","","","","","EA",1,"4154","",""
"","","","","","5/15/2012","CMS Agent","License CMS per additional Agent 101-250",376,"SHARED SOLUTIONS AND SERVICES (Cross Telecom)","228190","Avaya","228190","","","","","EA",1,"4154","",""
"","","","","","5/15/2012","CMS Agent","License CMS per additional Agent 251+",193.05,"SHARED SOLUTIONS AND SERVICES (Cross Telecom)","228192","Avaya","228192","","","","","EA",1,"4154","",""
"","","","","","5/15/2012","CMS Supervisor","License CMS per supervisor 1-400",552.5,"SHARED SOLUTIONS AND SERVICES (Cross Telecom)","228196","Avaya","228196","","","","","EA",1,"4154","",""
"","","","","","5/15/2012","OneX Applications","EC500 R6 RTU",40,"SHARED SOLUTIONS AND SERVICES (Cross Telecom)","190342","Avaya","190342","","","","","EA",1,"4154","",""
"","","","","","5/15/2012","OneX Applications","IP softphone R5 RTU one license",65,"SHARED SOLUTIONS AND SERVICES (Cross Telecom)","181427","Avaya","181427","","","","","EA",1,"4154","",""
"","","","","","5/15/2012","Gateways and Circuit Paks","MM717 24 port DCP media module",1520,"SHARED SOLUTIONS AND SERVICES (Cross Telecom)","700394711","Avaya","700394711","","","","","EA",1,"4154","",""
"","","","","","5/15/2012","Gateways and Circuit Paks","MM716 analog media module 24FXS",1500,"SHARED SOLUTIONS AND SERVICES (Cross Telecom)","700466642","Avaya","700466642","","","","","EA",1,"4154","",""
"","","","","","5/15/2012","Gateways and Circuit Paks","MM710B E1/T1 media module",1500,"SHARED SOLUTIONS AND SERVICES (Cross Telecom)","700466634","Avaya","700466634","","","","","EA",1,"4154","",""
"","","","","","9/24/2012","Vocera B3000 Badge and Accessories","Charger Single Bay for Vocera B3000",56.25,"Vocera","230-02001","Vocera","230-02001","","","","","EA",1,"4144","",""
"","","","","","9/24/2012","Vocera B3000 Badge and Accessories","Lanyard Double Breakaway for Vocera B3000 25/PK",112.5,"Vocera","230-01995","Vocera","230-01995","","","","","PK",25,"4144","",""
"","","","","","9/24/2012","Vocera B3000 Badge and Accessories","Clip Universal for Vocera B3000 25/PK",67.5,"Vocera","230-01985","Vocera","230-01985","","","","","PK",25,"4144","",""
"","","","","","1/12/2012","Vocera B2000 Badge and Accessories","B2000 Black Badge with BioCote Protective Sleeve - no battery",299.25,"Vocera","220-01742","Vocera","220-01742","","","","77006708","EA",1,"4144","",""
"","","","","","1/12/2012","Vocera B2000 Badge and Accessories","B2000 White Badge with BioCote Protective Sleeve - no battery",299.25,"Vocera","220-01557","Vocera","220-01557","","","","97009468","EA",1,"4144","",""
"","","","","","1/12/2012","Vocera B2000 Badge and Accessories","1-year Warranty Extension - provides 2 years war. (per badge) (UCR requires this)",74,"Vocera","920-01459","Vocera","920-01459","","","","","EA",1,"4228","",""
"","","","","","1/12/2012","Vocera B2000 Badge and Accessories","2-year Warranty Extension - provides 3 years war. coverage(per badge) ",148,"Vocera","920-01460","Vocera","920-01460","","","","","EA",1,"4228","",""
